[04:41:01] Deploy loop started
/usr/lib/python3/dist-packages/requests/__init__.py:109: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (5.1.0)/charset_normalizer (3.0.1) doesn't match a supported version!
  warnings.warn(
[04:43:03] Deploy loop starting...
[11:06:51] ✅ Deployed to dktrenchbot.pages.dev
[11:08:04] ✅ Deployed to dktrenchbot.pages.dev
[11:09:16] ✅ Deployed to dktrenchbot.pages.dev
[11:10:27] ✅ Deployed to dktrenchbot.pages.dev
[11:11:36] ✅ Deployed to dktrenchbot.pages.dev
[11:12:49] ✅ Deployed to dktrenchbot.pages.dev
[11:14:01] ✅ Deployed to dktrenchbot.pages.dev
[11:15:19] ✅ Deployed to dktrenchbot.pages.dev
[11:16:31] ✅ Deployed to dktrenchbot.pages.dev
[11:17:44] ✅ Deployed to dktrenchbot.pages.dev
[11:18:57] ✅ Deployed to dktrenchbot.pages.dev
[11:20:14] ✅ Deployed to dktrenchbot.pages.dev
[11:21:23] ✅ Deployed to dktrenchbot.pages.dev
[11:22:36] ✅ Deployed to dktrenchbot.pages.dev
[11:23:49] ✅ Deployed to dktrenchbot.pages.dev
[11:25:03] ✅ Deployed to dktrenchbot.pages.dev
[11:26:15] ✅ Deployed to dktrenchbot.pages.dev
[11:27:25] ✅ Deployed to dktrenchbot.pages.dev
[11:28:37] ✅ Deployed to dktrenchbot.pages.dev
[11:29:51] ✅ Deployed to dktrenchbot.pages.dev
[11:31:03] ✅ Deployed to dktrenchbot.pages.dev
[11:32:16] ✅ Deployed to dktrenchbot.pages.dev
[11:33:29] ✅ Deployed to dktrenchbot.pages.dev
[11:34:41] ✅ Deployed to dktrenchbot.pages.dev
[11:35:53] ✅ Deployed to dktrenchbot.pages.dev
[11:37:06] ✅ Deployed to dktrenchbot.pages.dev
[11:38:18] ✅ Deployed to dktrenchbot.pages.dev
[11:39:33] ✅ Deployed to dktrenchbot.pages.dev
[11:40:46] ✅ Deployed to dktrenchbot.pages.dev
[11:41:57] ✅ Deployed to dktrenchbot.pages.dev
[11:43:09] ✅ Deployed to dktrenchbot.pages.dev
[11:44:22] ✅ Deployed to dktrenchbot.pages.dev
[11:45:33] ✅ Deployed to dktrenchbot.pages.dev
[11:46:46] ✅ Deployed to dktrenchbot.pages.dev
[11:47:55] ✅ Deployed to dktrenchbot.pages.dev
[11:49:09] ✅ Deployed to dktrenchbot.pages.dev
[11:50:22] ✅ Deployed to dktrenchbot.pages.dev
[11:51:34] ✅ Deployed to dktrenchbot.pages.dev
[11:52:43] ✅ Deployed to dktrenchbot.pages.dev
[11:53:56] ✅ Deployed to dktrenchbot.pages.dev
[11:55:17] ✅ Deployed to dktrenchbot.pages.dev
[11:56:27] ✅ Deployed to dktrenchbot.pages.dev
[11:57:36] ✅ Deployed to dktrenchbot.pages.dev
[11:58:48] ✅ Deployed to dktrenchbot.pages.dev
[11:59:58] ✅ Deployed to dktrenchbot.pages.dev
[12:01:10] ✅ Deployed to dktrenchbot.pages.dev
[12:02:23] ✅ Deployed to dktrenchbot.pages.dev
[12:03:35] ✅ Deployed to dktrenchbot.pages.dev
[12:04:48] ✅ Deployed to dktrenchbot.pages.dev
[12:06:00] ✅ Deployed to dktrenchbot.pages.dev
[12:07:13] ✅ Deployed to dktrenchbot.pages.dev
[12:08:25] ✅ Deployed to dktrenchbot.pages.dev
[12:09:38] ✅ Deployed to dktrenchbot.pages.dev
[12:10:48] ✅ Deployed to dktrenchbot.pages.dev
[12:11:58] ✅ Deployed to dktrenchbot.pages.dev
[12:13:10] ✅ Deployed to dktrenchbot.pages.dev
[12:14:24] ✅ Deployed to dktrenchbot.pages.dev
[12:15:37] ✅ Deployed to dktrenchbot.pages.dev
[12:16:47] ✅ Deployed to dktrenchbot.pages.dev
[12:18:00] ✅ Deployed to dktrenchbot.pages.dev
[12:19:12] ✅ Deployed to dktrenchbot.pages.dev
[12:20:25] ✅ Deployed to dktrenchbot.pages.dev
[12:21:35] ✅ Deployed to dktrenchbot.pages.dev
[12:22:47] ✅ Deployed to dktrenchbot.pages.dev
[12:24:01] ✅ Deployed to dktrenchbot.pages.dev
[12:25:16] ✅ Deployed to dktrenchbot.pages.dev
[12:26:27] ✅ Deployed to dktrenchbot.pages.dev
[12:27:39] ✅ Deployed to dktrenchbot.pages.dev
[12:28:51] ✅ Deployed to dktrenchbot.pages.dev
[12:30:01] ✅ Deployed to dktrenchbot.pages.dev
[12:31:13] ✅ Deployed to dktrenchbot.pages.dev
[12:32:26] ✅ Deployed to dktrenchbot.pages.dev
[12:33:39] ✅ Deployed to dktrenchbot.pages.dev
[12:34:51] ✅ Deployed to dktrenchbot.pages.dev
[12:36:03] ✅ Deployed to dktrenchbot.pages.dev
[12:37:16] ✅ Deployed to dktrenchbot.pages.dev
[12:38:30] ✅ Deployed to dktrenchbot.pages.dev
[12:39:42] ✅ Deployed to dktrenchbot.pages.dev
[12:40:57] ✅ Deployed to dktrenchbot.pages.dev
[12:42:10] ✅ Deployed to dktrenchbot.pages.dev
[12:43:23] ✅ Deployed to dktrenchbot.pages.dev
[12:44:36] ✅ Deployed to dktrenchbot.pages.dev
[12:45:46] ✅ Deployed to dktrenchbot.pages.dev
[12:47:00] ✅ Deployed to dktrenchbot.pages.dev
[12:48:09] ✅ Deployed to dktrenchbot.pages.dev
[12:49:22] ✅ Deployed to dktrenchbot.pages.dev
[12:50:35] ✅ Deployed to dktrenchbot.pages.dev
[12:51:47] ✅ Deployed to dktrenchbot.pages.dev
[12:52:59] ✅ Deployed to dktrenchbot.pages.dev
[12:54:13] ✅ Deployed to dktrenchbot.pages.dev
[12:55:25] ✅ Deployed to dktrenchbot.pages.dev
[12:56:37] ✅ Deployed to dktrenchbot.pages.dev
[12:57:46] ✅ Deployed to dktrenchbot.pages.dev
[12:58:58] ✅ Deployed to dktrenchbot.pages.dev
[13:00:19] ✅ Deployed to dktrenchbot.pages.dev
[13:01:32] ✅ Deployed to dktrenchbot.pages.dev
[13:02:41] ✅ Deployed to dktrenchbot.pages.dev
[13:03:52] ✅ Deployed to dktrenchbot.pages.dev
[13:05:04] ✅ Deployed to dktrenchbot.pages.dev
[13:06:17] ✅ Deployed to dktrenchbot.pages.dev
[13:07:27] ✅ Deployed to dktrenchbot.pages.dev
[13:08:36] ✅ Deployed to dktrenchbot.pages.dev
[13:09:49] ✅ Deployed to dktrenchbot.pages.dev
[13:11:02] ✅ Deployed to dktrenchbot.pages.dev
[13:12:12] ✅ Deployed to dktrenchbot.pages.dev
[13:13:25] ✅ Deployed to dktrenchbot.pages.dev
[13:14:37] ✅ Deployed to dktrenchbot.pages.dev
[13:15:53] ✅ Deployed to dktrenchbot.pages.dev
[13:17:06] ✅ Deployed to dktrenchbot.pages.dev
[13:18:18] ✅ Deployed to dktrenchbot.pages.dev
[13:19:32] ✅ Deployed to dktrenchbot.pages.dev
[13:20:45] ✅ Deployed to dktrenchbot.pages.dev
[13:21:54] ✅ Deployed to dktrenchbot.pages.dev
[13:23:09] ✅ Deployed to dktrenchbot.pages.dev
[13:24:21] ✅ Deployed to dktrenchbot.pages.dev
[13:25:34] ✅ Deployed to dktrenchbot.pages.dev
[13:26:45] ✅ Deployed to dktrenchbot.pages.dev
[13:27:57] ✅ Deployed to dktrenchbot.pages.dev
[13:29:11] ✅ Deployed to dktrenchbot.pages.dev
[13:30:25] ✅ Deployed to dktrenchbot.pages.dev
[13:31:36] ✅ Deployed to dktrenchbot.pages.dev
[13:32:48] ✅ Deployed to dktrenchbot.pages.dev
[13:34:01] ✅ Deployed to dktrenchbot.pages.dev
[13:35:17] ✅ Deployed to dktrenchbot.pages.dev
[13:36:27] ✅ Deployed to dktrenchbot.pages.dev
[13:37:39] ✅ Deployed to dktrenchbot.pages.dev
[13:38:51] ✅ Deployed to dktrenchbot.pages.dev
[13:40:05] ✅ Deployed to dktrenchbot.pages.dev
[13:41:18] ✅ Deployed to dktrenchbot.pages.dev
[13:42:30] ✅ Deployed to dktrenchbot.pages.dev
[13:43:42] ✅ Deployed to dktrenchbot.pages.dev
[13:44:55] ✅ Deployed to dktrenchbot.pages.dev
[13:46:08] ✅ Deployed to dktrenchbot.pages.dev
[13:47:20] ✅ Deployed to dktrenchbot.pages.dev
[13:48:33] ✅ Deployed to dktrenchbot.pages.dev
[13:49:46] ✅ Deployed to dktrenchbot.pages.dev
[13:50:58] ✅ Deployed to dktrenchbot.pages.dev
[13:52:11] ✅ Deployed to dktrenchbot.pages.dev
[13:53:24] ✅ Deployed to dktrenchbot.pages.dev
[13:54:37] ✅ Deployed to dktrenchbot.pages.dev
[13:55:51] ✅ Deployed to dktrenchbot.pages.dev
[13:57:02] ✅ Deployed to dktrenchbot.pages.dev
[13:58:15] ✅ Deployed to dktrenchbot.pages.dev
[13:59:27] ✅ Deployed to dktrenchbot.pages.dev
[14:00:40] ✅ Deployed to dktrenchbot.pages.dev
[14:01:52] ✅ Deployed to dktrenchbot.pages.dev
[14:03:06] ✅ Deployed to dktrenchbot.pages.dev
[14:04:18] ✅ Deployed to dktrenchbot.pages.dev
[14:05:28] ✅ Deployed to dktrenchbot.pages.dev
[14:06:40] ✅ Deployed to dktrenchbot.pages.dev
[14:07:53] ✅ Deployed to dktrenchbot.pages.dev

[09:23:20] Dashboard updated
[09:24:20] Dashboard updated
[09:25:21] Dashboard updated
[09:26:22] Dashboard updated
[09:27:22] Dashboard updated
[09:28:23] Dashboard updated
[09:29:24] Dashboard updated
[09:30:25] Dashboard updated
[09:31:26] Dashboard updated
[09:32:26] Dashboard updated
[09:33:27] Dashboard updated
[09:34:28] Dashboard updated
[09:35:28] Dashboard updated
[09:36:29] Dashboard updated
[09:37:30] Dashboard updated
[09:38:31] Dashboard updated
[09:39:32] Dashboard updated
[09:40:33] Dashboard updated
[09:41:33] Dashboard updated
[09:42:34] Dashboard updated
[09:43:35] Dashboard updated
[09:44:35] Dashboard updated
[09:45:36] Dashboard updated
[09:46:37] Dashboard updated
[09:47:38] Dashboard updated
[09:48:38] Dashboard updated
[09:49:39] Dashboard updated
[09:50:40] Dashboard updated
[09:51:41] Dashboard updated
[09:52:42] Dashboard updated
[09:53:43] Dashboard updated
[09:54:43] Dashboard updated
[09:55:44] Dashboard updated
[09:56:45] Dashboard updated
[09:57:46] Dashboard updated
[09:58:46] Dashboard updated
[09:59:47] Dashboard updated
[10:00:48] Dashboard updated
[10:01:48] Dashboard updated
[10:02:49] Dashboard updated
[10:03:50] Dashboard updated
[10:04:50] Dashboard updated
[10:05:52] Dashboard updated
[10:06:52] Dashboard updated
[10:07:53] Dashboard updated
[10:08:53] Dashboard updated
[10:09:54] Dashboard updated
[10:10:55] Dashboard updated
[10:11:56] Dashboard updated
[10:12:56] Dashboard updated
[10:13:57] Dashboard updated
[10:14:58] Dashboard updated
[10:15:58] Dashboard updated
[10:16:59] Dashboard updated
[10:18:00] Dashboard updated
[10:19:00] Dashboard updated
[10:20:01] Dashboard updated
[10:21:02] Dashboard updated
[10:22:02] Dashboard updated
[10:23:03] Dashboard updated
[10:24:04] Dashboard updated
[10:25:05] Dashboard updated
[10:26:05] Dashboard updated
[10:27:06] Dashboard updated
[10:28:07] Dashboard updated
[10:29:07] Dashboard updated
[10:30:08] Dashboard updated
[10:31:09] Dashboard updated
[10:32:10] Dashboard updated
[10:33:10] Dashboard updated
[10:34:11] Dashboard updated
[10:35:12] Dashboard updated
[10:36:12] Dashboard updated
[10:37:13] Dashboard updated
[10:38:14] Dashboard updated
[10:39:14] Dashboard updated
[10:40:15] Dashboard updated
[10:41:16] Dashboard updated
[10:42:16] Dashboard updated
[10:43:17] Dashboard updated
[10:44:18] Dashboard updated
[10:45:19] Dashboard updated
[10:46:20] Dashboard updated
[10:47:20] Dashboard updated
[10:48:21] Dashboard updated
[10:49:22] Dashboard updated
[10:50:23] Dashboard updated
[10:51:23] Dashboard updated
[10:52:24] Dashboard updated
[10:53:25] Dashboard updated
[10:54:25] Dashboard updated
[10:55:26] Dashboard updated
[10:56:27] Dashboard updated
[10:57:28] Dashboard updated
[10:58:29] Dashboard updated
[10:59:30] Dashboard updated
[11:00:30] Dashboard updated
[11:01:31] Dashboard updated
[11:02:32] Dashboard updated
[11:03:33] Dashboard updated
[11:04:33] Dashboard updated
[11:05:34] Dashboard updated
[11:06:35] Dashboard updated
[11:07:35] Dashboard updated
[11:08:36] Dashboard updated
[11:09:37] Dashboard updated
[11:10:38] Dashboard updated
[11:11:38] Dashboard updated
[11:12:39] Dashboard updated
[11:13:40] Dashboard updated
[11:14:41] Dashboard updated
[11:15:42] Dashboard updated
[11:16:43] Dashboard updated
[11:17:43] Dashboard updated
[11:18:44] Dashboard updated
[11:19:45] Dashboard updated
[11:20:46] Dashboard updated
[11:21:47] Dashboard updated
[11:22:47] Dashboard updated
[11:23:48] Dashboard updated
[11:24:49] Dashboard updated
[11:25:49] Dashboard updated
[11:26:50] Dashboard updated
[11:27:51] Dashboard updated
[11:28:51] Dashboard updated
[11:29:52] Dashboard updated
[11:30:53] Dashboard updated
[11:31:54] Dashboard updated
[11:32:54] Dashboard updated
[11:33:55] Dashboard updated
[11:34:56] Dashboard updated
[11:35:56] Dashboard updated
[11:36:57] Dashboard updated
[11:37:58] Dashboard updated
[11:38:59] Dashboard updated
[11:39:59] Dashboard updated
[11:41:00] Dashboard updated
[11:42:01] Dashboard updated
[11:43:01] Dashboard updated
[11:44:02] Dashboard updated
[11:45:03] Dashboard updated
[11:46:04] Dashboard updated
[11:47:04] Dashboard updated
[11:48:05] Dashboard updated
[11:49:06] Dashboard updated
[11:50:07] Dashboard updated
[11:51:08] Dashboard updated
[11:52:08] Dashboard updated
[11:53:09] Dashboard updated
[11:54:10] Dashboard updated
[11:55:11] Dashboard updated
[11:56:11] Dashboard updated
[11:57:12] Dashboard updated
[11:58:13] Dashboard updated
[11:59:13] Dashboard updated
[12:00:14] Dashboard updated
[12:01:15] Dashboard updated
[12:02:15] Dashboard updated
[12:03:16] Dashboard updated
[12:04:17] Dashboard updated
[12:05:18] Dashboard updated
[12:06:19] Dashboard updated
[12:07:19] Dashboard updated
[12:08:20] Dashboard updated
[12:09:21] Dashboard updated
[12:10:21] Dashboard updated
[12:11:22] Dashboard updated
[12:12:23] Dashboard updated
[12:13:23] Dashboard updated
[12:14:24] Dashboard updated
[12:15:25] Dashboard updated
[12:16:25] Dashboard updated
[12:17:26] Dashboard updated
[12:18:27] Dashboard updated
[12:19:28] Dashboard updated
[12:20:29] Dashboard updated
[12:21:29] Dashboard updated
[12:22:30] Dashboard updated
[12:23:31] Dashboard updated
[12:24:31] Dashboard updated
[12:25:32] Dashboard updated
[12:26:33] Dashboard updated
[12:27:33] Dashboard updated
[12:28:34] Dashboard updated
[12:29:35] Dashboard updated
[12:30:36] Dashboard updated
[12:31:37] Dashboard updated
[12:32:38] Dashboard updated
[12:33:38] Dashboard updated
[12:34:39] Dashboard updated
[12:35:40] Dashboard updated
[12:36:40] Dashboard updated
[12:37:41] Dashboard updated
[12:38:42] Dashboard updated
[12:39:42] Dashboard updated
[12:40:43] Dashboard updated
[12:41:44] Dashboard updated
[12:42:45] Dashboard updated
[12:43:45] Dashboard updated
[12:44:46] Dashboard updated
[12:45:47] Dashboard updated
[12:46:47] Dashboard updated
[12:47:48] Dashboard updated
[12:48:49] Dashboard updated
[12:49:49] Dashboard updated
[12:50:50] Dashboard updated
[12:51:51] Dashboard updated
[12:52:52] Dashboard updated
[12:53:52] Dashboard updated
[12:54:53] Dashboard updated
[12:55:54] Dashboard updated
[12:56:55] Dashboard updated
[12:57:56] Dashboard updated
[12:58:56] Dashboard updated
[12:59:57] Dashboard updated
[13:00:58] Dashboard updated
[13:01:58] Dashboard updated
[13:02:59] Dashboard updated
[13:04:00] Dashboard updated
[13:05:00] Dashboard updated
[13:06:01] Dashboard updated
[13:07:02] Dashboard updated
[13:08:03] Dashboard updated
[13:09:04] Dashboard updated
[13:10:04] Dashboard updated
[13:11:05] Dashboard updated
[13:12:06] Dashboard updated
[13:13:06] Dashboard updated
[13:14:07] Dashboard updated
[13:15:08] Dashboard updated
[13:16:09] Dashboard updated
[13:17:09] Dashboard updated
[13:18:10] Dashboard updated
[13:19:11] Dashboard updated
[13:20:11] Dashboard updated
[13:21:12] Dashboard updated
[13:22:13] Dashboard updated
[13:23:13] Dashboard updated
[13:24:14] Dashboard updated
[13:25:15] Dashboard updated
[13:26:16] Dashboard updated
[13:27:16] Dashboard updated
[13:28:17] Dashboard updated
[13:29:18] Dashboard updated
[13:30:18] Dashboard updated
[13:31:19] Dashboard updated
[13:32:20] Dashboard updated
[13:33:21] Dashboard updated
[13:34:21] Dashboard updated
[13:35:22] Dashboard updated
[13:36:23] Dashboard updated
[13:37:23] Dashboard updated
[13:38:24] Dashboard updated
[13:39:25] Dashboard updated
[13:40:26] Dashboard updated
[13:41:27] Dashboard updated
[13:42:27] Dashboard updated
[13:43:28] Dashboard updated
[13:44:29] Dashboard updated
[13:45:29] Dashboard updated
[13:46:30] Dashboard updated
[13:47:31] Dashboard updated
[13:48:31] Dashboard updated
[13:49:33] Dashboard updated
[13:50:33] Dashboard updated
[13:51:34] Dashboard updated
[13:52:35] Dashboard updated
[13:53:36] Dashboard updated
[13:54:36] Dashboard updated
[13:55:37] Dashboard updated
[13:56:38] Dashboard updated
[13:57:39] Dashboard updated
[13:58:40] Dashboard updated
[13:59:40] Dashboard updated
[14:00:41] Dashboard updated
[14:01:42] Dashboard updated
[14:02:43] Dashboard updated
[14:03:43] Dashboard updated
[14:04:44] Dashboard updated
[14:05:45] Dashboard updated
[14:06:46] Dashboard updated
[14:07:46] Dashboard updated
[14:09:04] ✅ Deployed to dktrenchbot.pages.dev
/usr/lib/python3/dist-packages/requests/__init__.py:109: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (5.1.0)/charset_normalizer (3.0.1) doesn't match a supported version!
  warnings.warn(
[14:09:44] Deploy loop starting...
Generated 152 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 121, 'wins': 77, 'losses': 44, 'win_rate': 63.6, 'total_pnl_xrp': 104.9032, 'open_count': 22}
[14:09:57] ✅ Deployed to dktrenchbot.pages.dev
Generated 152 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 121, 'wins': 77, 'losses': 44, 'win_rate': 63.6, 'total_pnl_xrp': 104.9032, 'open_count': 22}
[14:11:10] ✅ Deployed to dktrenchbot.pages.dev
Generated 152 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 121, 'wins': 77, 'losses': 44, 'win_rate': 63.6, 'total_pnl_xrp': 104.9032, 'open_count': 22}
[14:12:22] ✅ Deployed to dktrenchbot.pages.dev
Generated 152 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 121, 'wins': 77, 'losses': 44, 'win_rate': 63.6, 'total_pnl_xrp': 104.9032, 'open_count': 22}
[14:13:32] ✅ Deployed to dktrenchbot.pages.dev
Generated 153 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 122, 'wins': 77, 'losses': 45, 'win_rate': 63.1, 'total_pnl_xrp': 100.9782, 'open_count': 22}
[14:14:45] ✅ Deployed to dktrenchbot.pages.dev
Generated 153 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 122, 'wins': 77, 'losses': 45, 'win_rate': 63.1, 'total_pnl_xrp': 100.9782, 'open_count': 22}
[14:15:58] ✅ Deployed to dktrenchbot.pages.dev
Generated 153 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 122, 'wins': 77, 'losses': 45, 'win_rate': 63.1, 'total_pnl_xrp': 100.9782, 'open_count': 22}
[14:17:11] ✅ Deployed to dktrenchbot.pages.dev
Generated 153 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 122, 'wins': 77, 'losses': 45, 'win_rate': 63.1, 'total_pnl_xrp': 100.9782, 'open_count': 22}
[14:18:24] ✅ Deployed to dktrenchbot.pages.dev
Generated 153 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 122, 'wins': 77, 'losses': 45, 'win_rate': 63.1, 'total_pnl_xrp': 100.9782, 'open_count': 22}
[14:19:37] ✅ Deployed to dktrenchbot.pages.dev
Generated 154 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 123, 'wins': 78, 'losses': 45, 'win_rate': 63.4, 'total_pnl_xrp': 105.8488, 'open_count': 22}
[14:20:50] ✅ Deployed to dktrenchbot.pages.dev
Generated 155 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 22}
[14:22:04] ✅ Deployed to dktrenchbot.pages.dev
Generated 155 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 22}
[14:23:17] ✅ Deployed to dktrenchbot.pages.dev
Generated 156 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 23}
[14:24:30] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:25:43] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:26:54] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:28:07] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:29:17] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:30:33] ✅ Deployed to dktrenchbot.pages.dev
Generated 151 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 124, 'wins': 78, 'losses': 46, 'win_rate': 62.9, 'total_pnl_xrp': 101.5949, 'open_count': 18}
[14:31:46] ✅ Deployed to dktrenchbot.pages.dev
Generated 154 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 126, 'wins': 80, 'losses': 46, 'win_rate': 63.5, 'total_pnl_xrp': 106.7201, 'open_count': 19}
[14:32:58] ✅ Deployed to dktrenchbot.pages.dev
Generated 154 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
Stats: {'total_trades': 126, 'wins': 80, 'losses': 46, 'win_rate': 63.5, 'total_pnl_xrp': 106.7201, 'open_count': 19}
[14:34:11] ✅ Deployed to dktrenchbot.pages.dev
Generated 154 trades → /home/agent/workspace/trading-bot-v2/dashboard/tx_history.json
